Character,Radical,CharFreq,Radicals
烯,火,1.2444,"['火', '灬']"
稼,禾,1.7531,['禾']
茔,艹,0.0198,['艹']
醺,酉,2.8049,['酉']
葆,艹,1.0963,['艹']
挝,扌,0.6914,"['扌', '手']"
髻,髟,0.6074,['髟']
禧,礻,4.8889,"['礻', '示']"
旯,日,0.3654,['日']
藓,艹,0.3556,['艹']
杈,木,0.4494,['木']
奂,大,1.0815,['大']
陇,阝,1.0568,"['邑', '阜', '阝']"
阄,门,0.079,"['門', '门']"
亥,亠,24.2765,['亠']
洌,氵,0.1679,"['氺', '水', '氵']"
鞘,革,0.7951,['革']
钹,钅,0.0988,"['钅', '金']"
楦,木,0.0889,['木']
漉,氵,1.7383,"['氺', '水', '氵']"
垩,土,0.158,['土']
飕,风,1.0074,"['风', '風']"
恹,忄,0.2074,"['心', '忄']"
赳,走,0.2765,['走']
鲛,鱼,0.2469,"['鱼', '魚']"
梆,木,0.5235,['木']
捩,扌,0.0741,"['扌', '手']"
黢,黑,0.1086,"['黑', '黒']"
皑,白,1.6395,['白']
俣,亻,0.0395,"['人', '亻']"
铮,钅,1.4074,"['钅', '金']"
蹶,足,0.6519,['足']
绔,纟,0.3605,"['糸', '纟']"
榭,木,0.8741,['木']
荜,艹,0.0988,['艹']
醐,酉,0.3605,['酉']
俎,人,0.316,"['人', '亻']"
濡,氵,2.9679,"['氺', '水', '氵']"
瀣,氵,0.0691,"['氺', '水', '氵']"
儆,亻,0.3654,"['人', '亻']"
纣,纟,0.3111,"['糸', '纟']"
殄,歹,0.158,['歹']
颦,页,0.6716,"['頁', '页']"
蹴,足,0.237,['足']
渭,氵,0.9827,"['氺', '水', '氵']"
眦,目,0.242,['目']
骜,马,0.2667,"['馬', '马']"
垣,土,1.116,['土']
叟,又,0.6963,['又']
餮,食,5.0667,"['飠', '饣', '食']"
咤,口,0.6519,"['囗', '口']"
锏,钅,0.7506,"['钅', '金']"
铵,钅,0.3012,"['钅', '金']"
榉,木,0.1136,['木']
蕨,艹,0.316,['艹']
迢,辶,1.7383,['辶']
眈,目,0.7753,['目']
奕,大,19.5012,['大']
睽,目,0.5877,['目']
忡,忄,0.6765,"['心', '忄']"
浃,氵,0.3951,"['氺', '水', '氵']"
缛,纟,0.1679,"['糸', '纟']"
罔,冂,0.3605,['冂']
砥,石,0.4889,['石']
蜃,虫,0.642,['虫']
骛,马,0.5531,"['馬', '马']"
挈,扌,0.0691,"['扌', '手']"
镳,钅,0.9432,"['钅', '金']"
肓,月,0.6173,['月']
篑,竹,0.3259,"['⺮', '竹']"
瘁,疒,2.6222,['疒']
绌,纟,0.1284,"['糸', '纟']"
庖,广,0.2914,['广']
赅,贝,0.3012,"['貝', '贝']"
迩,辶,2.8642,['辶']
鹜,鸟,0.4049,"['鳥', '鸟']"
痍,疒,0.3309,['疒']
幄,巾,0.637,['巾']
伥,亻,0.0691,"['人', '亻']"
牍,片,0.079,['片']
唳,口,0.2123,"['囗', '口']"
喑,口,0.1235,"['囗', '口']"
枥,木,0.1235,['木']
