Character,Radical,CharFreq,Radicals
猪,犭,172.1235,"['犬', '犭']"
做,亻,1704.1481,"['人', '亻']"
毫,毛,67.3975,['毛']
懂,忄,297.1654,"['心', '忄']"
活,氵,1309.6741,"['氺', '水', '氵']"
涌,氵,23.2741,"['氺', '水', '氵']"
烙,火,4.884,"['火', '灬']"
造,辶,283.0667,['辶']
拉,扌,451.9951,"['扌', '手']"
砾,石,0.6963,['石']
杵,木,1.1951,['木']
钙,钅,10.8642,"['钅', '金']"
氏,氏,20.4593,['氏']
弯,弓,33.8272,['弓']
梯,木,40.6222,['木']
棋,木,19.2889,['木']
龚,龙,1.9062,"['龍', '龙']"
悠,心,37.1556,"['心', '忄']"
龋,齿,0.5679,"['齿', '齒']"
嗽,口,18.4593,"['囗', '口']"
能,月,3392.8198,['月']
圆,囗,110.4296,"['囗', '口']"
呓,口,0.5975,"['囗', '口']"
委,女,86.3111,['女']
夺,大,52.4198,['大']
氛,气,43.6494,['气']
尿,尸,48.0247,['尸']
铃,钅,26.4198,"['钅', '金']"
褐,衤,3.3432,"['衣', '衤']"
度,广,1239.8568,['广']
衷,衣,17.5605,"['衣', '衤']"
呼,口,194.2815,"['囗', '口']"
蓬,艹,8.1136,['艹']
肾,月,16.9383,['月']
镯,钅,4.563,"['钅', '金']"
恩,心,153.442,"['心', '忄']"
驮,马,0.9185,"['馬', '马']"
里,里,2571.442,['里']
穴,穴,11.7728,['穴']
岛,山,97.284,['山']
难,隹,791.442,['隹']
募,力,10.1975,['力']
态,心,483.3037,"['心', '忄']"
巫,工,15.8568,['工']
墙,土,61.758,['土']
泉,水,55.6988,"['氺', '水', '氵']"
葬,艹,17.4864,['艹']
谦,讠,28.3407,"['讠', '言']"
馒,饣,9.5407,"['飠', '饣', '食']"
逗,辶,38.7901,['辶']
挖,扌,35.521,"['扌', '手']"
酱,酉,54.4543,['酉']
谈,讠,295.0963,"['讠', '言']"
此,止,595.8321,['止']
隶,隶,8.163,['隶']
响,口,211.3037,"['囗', '口']"
泣,氵,20.6123,"['氺', '水', '氵']"
谏,讠,0.2765,"['讠', '言']"
盯,目,22.4444,['目']
丽,一,248.0691,['一']
项,页,332.6469,"['頁', '页']"
冻,冫,122.8,['冫']
守,宀,126.82470000000001,['宀']
劣,力,22.5284,['力']
骗,马,119.1111,"['馬', '马']"
抨,扌,1.037,"['扌', '手']"
壮,士,38.2173,['士']
谐,讠,24.2914,"['讠', '言']"
诀,讠,11.0173,"['讠', '言']"
抓,扌,154.6914,"['扌', '手']"
怎,心,1365.3975,"['心', '忄']"
午,十,368.884,['十']
硝,石,2.8395,['石']
旋,方,62.7704,['方']
披,扌,19.7086,"['扌', '手']"
知,矢,2128.1432,['矢']
槌,木,1.4222,['木']
帐,巾,28.5333,['巾']
侠,亻,69.2444,"['人', '亻']"
腔,月,18.3309,['月']
系,糸,679.2346,"['糸', '纟']"
抱,扌,302.642,"['扌', '手']"
抛,扌,40.1679,"['扌', '手']"
孔,子,48.2914,['子']
怪,忄,228.7951,"['心', '忄']"
迦,辶,3.921,['辶']
若,艹,122.7309,['艹']
振,扌,23.5259,"['扌', '手']"
棕,木,9.9901,['木']
刷,刂,149.0963,"['刂', '刀']"
槟,木,7.9605,['木']
倡,亻,5.7679,"['人', '亻']"
常,巾,665.842,['巾']
罄,缶,0.8247,['缶']
嚣,口,24.5284,"['囗', '口']"
尸,尸,78.2716,['尸']
触,角,68.6815,['角']
诸,讠,43.2,"['讠', '言']"
灭,火,84.0444,"['火', '灬']"
的,白,32392.158,['白']
趣,走,166.1284,['走']
臂,月,22.1975,['月']
堪,土,43.363,['土']
席,巾,50.1333,['巾']
浪,氵,583.6741,"['氺', '水', '氵']"
缄,纟,0.8198,"['糸', '纟']"
罐,缶,22.163,['缶']
恳,心,6.6173,"['心', '忄']"
娴,女,5.0716,['女']
戴,戈,107.6988,['戈']
护,扌,253.4074,"['扌', '手']"
餐,食,301.4025,"['飠', '饣', '食']"
凶,凵,57.6988,['凵']
危,厄,86.0741,['厄']
线,纟,320.3901,"['糸', '纟']"
拐,扌,19.1111,"['扌', '手']"
静,青,261.921,['青']
夭,大,2.242,['大']
蛊,虫,3.3679,['虫']
呦,口,22.8148,"['囗', '口']"
淫,氵,16.8593,"['氺', '水', '氵']"
纷,纟,51.4963,"['糸', '纟']"
场,土,813.1457,['土']
脖,月,62.5926,['月']
债,亻,24.4,"['人', '亻']"
享,亠,1306.0247,['亠']
怡,忄,12.2617,"['心', '忄']"
嘱,口,7.9506,"['囗', '口']"
拘,扌,10.242,"['扌', '手']"
拒,扌,63.3037,"['扌', '手']"
尊,寸,89.1605,['寸']
窃,穴,20.4444,['穴']
柬,木,2.7309,['木']
戳,戈,16.9975,['戈']
肠,月,65.916,['月']
斡,斗,0.1975,['斗']
峙,山,1.3037,['山']
弹,弓,138.6173,['弓']
咪,口,58.8741,"['囗', '口']"
搂,扌,5.9654,"['扌', '手']"
撩,扌,3.7827,"['扌', '手']"
台,口,412.316,"['囗', '口']"
臭,自,59.7728,['自']
权,木,119.1012,['木']
挺,扌,200.9531,"['扌', '手']"
论,讠,384.9284,"['讠', '言']"
驯,马,5.116,"['馬', '马']"
付,亻,156.9877,"['人', '亻']"
挑,扌,268.5531,"['扌', '手']"
咋,口,75.8963,"['囗', '口']"
返,辶,56.4099,['辶']
攻,攵,91.5457,"['攴', '攵']"
艰,艮,43.0617,['艮']
匠,匚,7.042,['匚']
往,彳,279.6938,['彳']
莲,艹,28.9728,['艹']
恒,忄,77.7037,"['心', '忄']"
雁,隹,4.8642,['隹']
驴,马,14.7358,"['馬', '马']"
妹,女,359.2296,['女']
泾,氵,0.879,"['氺', '水', '氵']"
罂,缶,1.8025,['缶']
咨,口,10.7951,"['囗', '口']"
盒,皿,58.0691,['皿']
乌,丿,52.642,"['丿', '乀', '乁']"
厨,厂,55.0272,['厂']
凡,几,81.9259,['几']
咱,口,108.6123,"['囗', '口']"
爆,火,254.5333,"['火', '灬']"
玄,玄,11.6346,['玄']
樘,木,0.0148,['木']
铡,钅,0.1679,"['钅', '金']"
棉,木,46.0049,['木']
沏,氵,0.8099,"['氺', '水', '氵']"
沿,氵,18.7111,"['氺', '水', '氵']"
碍,石,38.3012,['石']
腰,月,75.2988,['月']
莫,艹,135.4074,['艹']
偷,亻,179.0765,"['人', '亻']"
牛,牛,365.7284,"['牜', '牛']"
宠,宀,39.9309,['宀']
邀,辶,53.5852,['辶']
殉,歹,1.6543,['歹']
即,卩,313.3086,['卩']
剔,刂,8.7753,"['刂', '刀']"
写,冖,485.8963,['冖']
毕,比,90.0049,['比']
鞋,革,185.6741,['革']
袭,衣,55.7284,"['衣', '衤']"
赤,赤,56.0889,['赤']
橄,木,11.6049,['木']
胃,月,112.4543,['月']
治,氵,146.0296,"['氺', '水', '氵']"
驹,马,3.2395,"['馬', '马']"
绣,纟,9.8272,"['糸', '纟']"
予,亅,57.363,['亅']
比,比,1495.7284,['比']
鸡,鸟,220.3605,"['鳥', '鸟']"
层,尸,86.7062,['尸']
霓,雨,3.4617,['雨']
笑,⺮,755.9753,"['⺮', '竹']"
绚,纟,8.2469,"['糸', '纟']"
喉,口,51.5111,"['囗', '口']"
互,二,149.6889,['二']
贡,贝,14.3111,"['貝', '贝']"
妾,女,1.9951,['女']
吕,口,48.8444,"['囗', '口']"
渐,氵,49.684,"['氺', '水', '氵']"
渡,氵,23.2889,"['氺', '水', '氵']"
峻,山,2.8593,['山']
劈,刀,9.2642,"['刂', '刀']"
奖,大,557.8568,['大']
束,木,162.721,['木']
易,日,485.6741,['日']
儿,儿,1244.4889,['儿']
蔷,艹,1.842,['艹']
姓,女,52.0593,['女']
善,口,158.2963,"['囗', '口']"
恤,忄,12.8889,"['心', '忄']"
甘,甘,143.5358,['甘']
撬,扌,2.9235,"['扌', '手']"
伴,亻,134.9877,"['人', '亻']"
辉,车,36.7111,"['车', '車']"
痤,疒,0.7704,['疒']
啊,口,3242.1679,"['囗', '口']"
劲,力,83.6296,['力']
迁,辶,19.1407,['辶']
茅,艹,13.2741,['艹']
恬,忄,3.5457,"['心', '忄']"
暧,日,13.6247,['日']
裸,衤,38.8049,"['衣', '衤']"
蒙,艹,65.7185,['艹']
仕,亻,5.5358,"['人', '亻']"
职,耳,164.0741,['耳']
逞,辶,6.7506,['辶']
邻,阝,39.3877,"['邑', '阜', '阝']"
炉,火,34.3111,"['火', '灬']"
锣,钅,4.8247,"['钅', '金']"
免,儿,204.7407,['儿']
肢,月,8.5531,['月']
演,氵,345.8963,"['氺', '水', '氵']"
舢,舟,0.0543,['舟']
灶,火,8.5728,"['火', '灬']"
综,纟,37.0321,"['糸', '纟']"
叩,口,1.7235,"['囗', '口']"
昏,日,37.763,['日']
佘,人,1.1704,"['人', '亻']"
闭,门,96.8741,"['門', '门']"
碴,石,0.5185,['石']
含,口,84.5037,"['囗', '口']"
粕,米,0.4198,['米']
甬,用,0.6025,['用']
竿,⺮,2.6123,"['⺮', '竹']"
宫,宀,101.2049,['宀']
腿,月,130.3654,['月']
毡,毛,1.1259,['毛']
汁,氵,62.3852,"['氺', '水', '氵']"
拾,扌,61.9259,"['扌', '手']"
献,犬,57.2296,"['犬', '犭']"
盐,皿,57.3333,['皿']
筑,⺮,33.7136,"['⺮', '竹']"
仗,亻,25.5012,"['人', '亻']"
子,子,3283.4173,['子']
述,辶,33.3432,['辶']
漂,氵,218.0741,"['氺', '水', '氵']"
轿,车,17.1062,"['车', '車']"
岳,山,12.9086,['山']
了,亅,18808.9136,['亅']
咖,口,375.6444,"['囗', '口']"
鸾,鸟,1.2691,"['鳥', '鸟']"
藜,艹,0.484,['艹']
楚,木,115.9901,['木']
匀,勹,26.7111,['勹']
杨,木,102.3012,['木']
宗,宀,52.2716,['宀']
并,干,419.6642,['干']
惭,忄,5.6988,"['心', '忄']"
揪,扌,8.1284,"['扌', '手']"
故,攵,292.5778,"['攴', '攵']"
颁,页,23.2444,"['頁', '页']"
遁,辶,1.5704,['辶']
赎,贝,8.3309,"['貝', '贝']"
宇,宀,59.9457,['宀']
均,土,53.7235,['土']
嗓,口,28.316,"['囗', '口']"
亚,二,221.0914,['二']
惠,心,69.037,"['心', '忄']"
铭,钅,62.1235,"['钅', '金']"
窄,穴,7.6543,['穴']
塔,土,107.679,['土']
蛀,虫,1.6741,['虫']
凳,几,11.0173,['几']
诽,讠,1.8765,"['讠', '言']"
帆,巾,24.879,['巾']
存,子,206.8049,['子']
够,夕,348.6914,['夕']
剽,刂,0.9235,"['刂', '刀']"
虎,虍,133.5605,['虍']
拆,扌,38.7704,"['扌', '手']"
菁,艹,1.3432,['艹']
厅,厂,91.3926,['厂']
昼,日,3.6593,['日']
瓶,瓦,148.6074,['瓦']
樱,木,22.3457,['木']
淋,氵,34.2074,"['氺', '水', '氵']"
遭,辶,113.6642,['辶']
甜,甘,192.0198,['甘']
惨,忄,113.8716,"['心', '忄']"
肯,月,215.4519,['月']
户,戶,523.437,['戶']
蟾,虫,0.9926,['虫']
驼,马,6.884,"['馬', '马']"
赔,贝,14.8494,"['貝', '贝']"
箴,⺮,25.4815,"['⺮', '竹']"
厮,厂,5.1111,['厂']
喧,口,18.8148,"['囗', '口']"
塌,土,17.2642,['土']
俚,亻,0.5284,"['人', '亻']"
飙,风,12.6469,"['风', '風']"
卓,十,27.5605,['十']
炭,火,7.7827,"['火', '灬']"
惦,忄,14.242,"['心', '忄']"
孬,子,1.2494,['子']
椒,木,42.1086,['木']
或,戈,461.042,['戈']
陆,阝,84.5975,"['邑', '阜', '阝']"
绍,纟,86.2716,"['糸', '纟']"
伊,亻,101.7926,"['人', '亻']"
廉,广,19.2889,['广']
琵,王,1.442,"['王', '玉']"
耻,耳,23.1901,['耳']
丈,一,58.5728,['一']
竟,立,215.3778,['立']
伦,亻,101.0123,"['人', '亻']"
磨,石,92.5037,['石']
腮,月,5.2296,['月']
撒,扌,102.1333,"['扌', '手']"
悯,忄,5.2494,"['心', '忄']"
肃,聿,15.0173,['聿']
介,人,119.9407,"['人', '亻']"
肩,月,88.1185,['月']
富,宀,188.6914,['宀']
妙,女,99.4272,['女']
未,木,368.3506,['木']
贸,贝,13.5506,"['貝', '贝']"
肮,月,6.3012,['月']
澄,氵,5.7975,"['氺', '水', '氵']"
砸,石,51.2642,['石']
碰,石,112.4543,['石']
森,木,87.1802,['木']
肱,月,0.2025,['月']
粪,米,7.2395,['米']
姐,女,457.6988,['女']
闺,门,21.6494,"['門', '门']"
费,贝,370.4889,"['貝', '贝']"
肌,月,49.0963,['月']
煎,灬,33.042,"['火', '灬']"
置,罒,224.6025,"['罒', '网']"
差,工,273.0617,['工']
郊,阝,7.6593,"['邑', '阜', '阝']"
努,力,193.3432,['力']
硼,石,0.3309,['石']
暂,日,54.4889,['日']
芯,艹,9.6988,['艹']
捧,扌,19.9062,"['扌', '手']"
诺,讠,112.0296,"['讠', '言']"
灼,火,10.7457,"['火', '灬']"
岔,山,9.2198,['山']
袍,衤,7.4815,"['衣', '衤']"
殊,歹,24.8148,['歹']
碘,石,0.8889,['石']
兆,儿,20.8593,['儿']
勤,力,41.2543,['力']
呐,口,56.9531,"['囗', '口']"
胳,月,10.1975,['月']
秩,禾,5.1605,['禾']
鸦,鸟,11.6148,"['鳥', '鸟']"
烂,火,111.6741,"['火', '灬']"
灰,火,96.4889,"['火', '灬']"
米,米,337.358,['米']
德,彳,420.3901,['彳']
祖,礻,54.0889,"['礻', '示']"
蓓,艹,1.516,['艹']
针,钅,68.4543,"['钅', '金']"
志,心,195.8914,"['心', '忄']"
淀,氵,17.1111,"['氺', '水', '氵']"
幂,巾,33.9802,['巾']
俗,亻,49.8716,"['人', '亻']"
颈,页,18.1827,"['頁', '页']"
轩,车,20.8198,"['车', '車']"
矫,矢,7.3827,['矢']
贼,贝,37.2543,"['貝', '贝']"
怯,忄,5.6543,"['心', '忄']"
氢,气,2.0642,['气']
段,殳,221.6247,['殳']
兜,儿,24.7704,['儿']
剃,刂,6.5284,"['刂', '刀']"
侄,亻,21.6494,"['人', '亻']"
朱,木,35.1605,['木']
惶,忄,4.0741,"['心', '忄']"
夷,大,11.2444,['大']
签,⺮,173.5753,"['⺮', '竹']"
蜡,虫,17.8568,['虫']
僵,亻,35.1111,"['人', '亻']"
牠,牜,0.8494,"['牜', '牛']"
掰,手,11.4716,"['扌', '手']"
竞,立,44.2519,['立']
歧,止,14.0444,['止']
椎,木,8.237,['木']
弦,弓,11.0864,['弓']
英,艹,400.9333,['艹']
嗅,口,4.0691,"['囗', '口']"
颅,页,2.637,"['頁', '页']"
策,⺮,46.1778,"['⺮', '竹']"
赖,贝,92.3951,"['貝', '贝']"
泳,氵,30.0642,"['氺', '水', '氵']"
慈,心,31.5704,"['心', '忄']"
赃,贝,2.3654,"['貝', '贝']"
羚,羊,1.5802,['羊']
悬,心,65.5704,"['心', '忄']"
勃,力,16.7259,['力']
拟,扌,19.7185,"['扌', '手']"
坦,土,61.8123,['土']
仍,亻,76.558,"['人', '亻']"
讯,讠,60.8444,"['讠', '言']"
栽,木,8.0346,['木']
液,氵,56.963,"['氺', '水', '氵']"
题,页,729.363,"['頁', '页']"
状,犬,140.4049,"['犬', '犭']"
疫,疒,14.721,['疒']
邬,阝,0.4049,"['邑', '阜', '阝']"
输,车,111.7531,"['车', '車']"
纳,纟,108.5877,"['糸', '纟']"
巴,己,266.1877,['己']
梵,木,4.4741,['木']
骂,马,80.7358,"['馬', '马']"
饯,饣,0.6025,"['飠', '饣', '食']"
睿,目,7.7136,['目']
侬,亻,4.4296,"['人', '亻']"
避,辶,78.5531,['辶']
诘,讠,0.2321,"['讠', '言']"
靠,非,200.3654,['非']
擎,手,7.6444,"['扌', '手']"
疝,疒,0.5531,['疒']
耕,耒,135.0914,['耒']
磷,石,2.6568,['石']
崎,山,6.7062,['山']
聘,耳,14.5284,['耳']
润,氵,60.4346,"['氺', '水', '氵']"
阅,门,48.563,"['門', '门']"
鼎,鼎,44.6963,['鼎']
笺,⺮,0.7605,"['⺮', '竹']"
蚊,虫,25.4765,['虫']
医,匸,261.0667,['匸']
殿,殳,17.0123,['殳']
沼,氵,3.5012,"['氺', '水', '氵']"
尾,尸,81.5901,['尸']
谩,讠,1.2296,"['讠', '言']"
贫,贝,25.8272,"['貝', '贝']"
务,力,361.8025,['力']
该,讠,850.7012,"['讠', '言']"
貌,豸,74.8691,['豸']
锅,钅,128.879,"['钅', '金']"
淳,氵,5.3975,"['氺', '水', '氵']"
园,囗,294.3407,"['囗', '口']"
隙,阝,4.9235,"['邑', '阜', '阝']"
几,几,729.8469,['几']
尘,小,42.4494,['小']
倚,亻,8.6815,"['人', '亻']"
誓,言,48.7506,"['讠', '言']"
倭,亻,0.3753,"['人', '亻']"
孰,子,10.963,['子']
及,又,234.6519,['又']
羊,羊,197.3827,['羊']
蚁,虫,8.2914,['虫']
叹,口,38.158,"['囗', '口']"
熙,灬,22.5975,"['火', '灬']"
秧,禾,1.1901,['禾']
冬,冫,220.0049,['冫']
龙,龙,1313.4321,"['龍', '龙']"
瓤,瓜,0.7309,['瓜']
释,釆,111.8321,['釆']
煅,火,0.1185,"['火', '灬']"
舷,舟,0.7951,['舟']
狒,犭,1.2099,"['犬', '犭']"
祯,礻,0.3407,"['礻', '示']"
忖,忄,0.8938,"['心', '忄']"
渠,氵,7.2988,"['氺', '水', '氵']"
叭,口,7.4321,"['囗', '口']"
寡,宀,23.2296,['宀']
坤,土,16.1827,['土']
雾,雨,49.521,['雨']
粹,米,14.4543,['米']
讹,讠,0.7358,"['讠', '言']"
速,辶,818.8049,['辶']
贲,贝,0.2074,"['貝', '贝']"
匹,匸,17.8963,['匸']
童,立,155.2247,['立']
蚂,虫,6.2716,['虫']
较,车,152.7012,"['车', '車']"
嵩,山,3.6,['山']
蒸,艹,29.1358,['艹']
计,讠,482.8494,"['讠', '言']"
筹,⺮,53.521,"['⺮', '竹']"
蜜,虫,154.9926,['虫']
菲,艹,73.4321,['艹']
痧,疒,0.8099,['疒']
狭,犭,8.163,"['犬', '犭']"
吩,口,2.316,"['囗', '口']"
陋,阝,8.1432,"['邑', '阜', '阝']"
瞩,目,2.7309,['目']
棺,木,5.2988,['木']
朗,月,59.2988,['月']
目,目,441.8173,['目']
篇,⺮,88.0988,"['⺮', '竹']"
涯,氵,38.2963,"['氺', '水', '氵']"
叱,口,0.8494,"['囗', '口']"
稍,禾,39.1407,['禾']
吭,口,3.684,"['囗', '口']"
衩,衤,1.684,"['衣', '衤']"
跃,足,39.9654,['足']
佐,亻,34.3704,"['人', '亻']"
杜,木,32.4988,['木']
贵,贝,161.0963,"['貝', '贝']"
蔗,艹,2.9679,['艹']
狠,犭,56.8642,"['犬', '犭']"
尼,尸,276.9728,['尸']
莎,艹,74.0889,['艹']
恍,忄,9.4272,"['心', '忄']"
鹭,鸟,1.358,"['鳥', '鸟']"
羹,羊,4.8198,['羊']
涤,氵,3.0667,"['氺', '水', '氵']"
糠,米,0.8296,['米']
苟,艹,3.8864,['艹']
盟,皿,34.5827,['皿']
港,氵,101.363,"['氺', '水', '氵']"
鞑,革,0.3605,['革']
驾,马,59.0864,"['馬', '马']"
歪,止,19.3531,['止']
喊,口,68.3605,"['囗', '口']"
妥,女,17.7481,['女']
役,彳,10.4494,['彳']
症,疒,85.2593,['疒']
暑,日,13.8025,['日']
壹,士,8.4938,['士']
框,木,12.563,['木']
囧,囗,23.6049,"['囗', '口']"
企,人,105.121,"['人', '亻']"
填,土,37.8025,['土']
痂,疒,0.6815,['疒']
兽,八,73.0222,"['丷', '八']"
董,艹,26.2617,['艹']
揽,扌,5.0963,"['扌', '手']"
嫡,女,0.3012,['女']
铎,钅,0.9827,"['钅', '金']"
觅,见,10.8889,"['见', '見']"
唤,口,145.0617,"['囗', '口']"
唾,口,4.1975,"['囗', '口']"
装,衣,456.9975,"['衣', '衤']"
幕,巾,81.6593,['巾']
畸,田,2.7358,['田']
座,广,684.558,['广']
绞,纟,5.0864,"['糸', '纟']"
孱,子,0.2815,['子']
湄,氵,0.7654,"['氺', '水', '氵']"
倏,亻,0.242,"['人', '亻']"
挡,扌,64.5284,"['扌', '手']"
湿,氵,71.2988,"['氺', '水', '氵']"
爪,爪,16.1827,['爪']
绸,纟,3.1605,"['糸', '纟']"
田,田,69.0815,['田']
挤,扌,55.2741,"['扌', '手']"
拷,扌,4.9778,"['扌', '手']"
眠,目,208.8593,['目']
谙,讠,0.7309,"['讠', '言']"
宿,宀,62.7852,['宀']
荻,艹,0.3901,['艹']
棚,木,15.8074,['木']
疚,疒,12.0593,['疒']
卿,卩,9.6889,['卩']
淇,氵,11.7926,"['氺', '水', '氵']"
濒,氵,2.0148,"['氺', '水', '氵']"
遒,辶,0.0938,['辶']
队,阝,286.7457,"['邑', '阜', '阝']"
黛,黑,20.6667,"['黑', '黒']"
匈,勹,1.9556,['勹']
累,糸,313.4765,"['糸', '纟']"
怨,心,66.9679,"['心', '忄']"
耀,羽,60.3753,['羽']
蔓,艹,6.6469,['艹']
遴,辶,0.0741,['辶']
喽,口,77.6494,"['囗', '口']"
豚,豕,5.6049,['豕']
钦,钅,3.8074,"['钅', '金']"
梨,木,29.7877,['木']
循,彳,24.1975,['彳']
迫,辶,54.8099,['辶']
鸣,鸟,44.5086,"['鳥', '鸟']"
咒,口,24.479,"['囗', '口']"
弊,廾,9.3284,['廾']
亘,二,0.9185,['二']
辎,车,0.0198,"['车', '車']"
穗,禾,1.7481,['禾']
罪,罒,130.9778,"['罒', '网']"
诠,讠,5.2691,"['讠', '言']"
叛,又,31.0963,['又']
仿,亻,38.5481,"['人', '亻']"
盥,皿,0.3407,['皿']
韶,音,7.0568,['音']
罕,冖,12.7358,['冖']
痞,疒,3.7531,['疒']
砌,石,1.8222,['石']
猛,犭,76.9481,"['犬', '犭']"
嫖,女,2.4247,['女']
拌,扌,28.484,"['扌', '手']"
祸,礻,32.484,"['礻', '示']"
瑜,王,28.2914,"['王', '玉']"
谍,讠,41.1309,"['讠', '言']"
聪,耳,72.1086,['耳']
栖,木,4.5877,['木']
痴,疒,62.2272,['疒']
偎,亻,2.8741,"['人', '亻']"
违,辶,39.9753,['辶']
熨,火,2.316,"['火', '灬']"
猿,犭,2.9235,"['犬', '犭']"
贰,贝,1.037,"['貝', '贝']"
究,穴,117.1358,['穴']
右,口,128.8889,"['囗', '口']"
橙,木,28.2864,['木']
弩,弓,18.7605,['弓']
沟,氵,39.9753,"['氺', '水', '氵']"
瞿,目,0.6864,['目']
甄,瓦,10.0889,['瓦']
章,立,370.0444,['立']
兮,八,11.2247,"['丷', '八']"
诗,讠,87.3037,"['讠', '言']"
鹅,鸟,28.1432,"['鳥', '鸟']"
翡,羽,7.5654,['羽']
吊,口,29.6099,"['囗', '口']"
佝,亻,0.4691,"['人', '亻']"
漕,氵,0.5531,"['氺', '水', '氵']"
袖,衤,43.2642,"['衣', '衤']"
仟,亻,0.5975,"['人', '亻']"
悄,忄,31.3383,"['心', '忄']"
肆,聿,13.2049,['聿']
醮,酉,0.1728,['酉']
孙,子,46.6617,['子']
敦,攵,21.4321,"['攴', '攵']"
岁,山,412.7111,['山']
翌,羽,0.6272,['羽']
鲍,鱼,20.7259,"['鱼', '魚']"
窦,穴,3.3086,['穴']
粘,米,19.8815,['米']
槐,木,1.5407,['木']
蛙,虫,11.3136,['虫']
竣,立,0.6519,['立']
瞅,目,11.2,['目']
料,斗,191.6,['斗']
都,阝,4032.2716,"['邑', '阜', '阝']"
掣,手,0.4593,"['扌', '手']"
婴,女,26.484,['女']
凤,几,69.5309,['几']
抻,扌,0.3556,"['扌', '手']"
拮,扌,0.637,"['扌', '手']"
葫,艹,9.2346,['艹']
哩,口,21.8074,"['囗', '口']"
噜,口,16.9086,"['囗', '口']"
毙,比,8.9185,['比']
裁,衣,31.8173,"['衣', '衤']"
虾,虫,56.4938,['虫']
痰,疒,4.7506,['疒']
科,禾,197.6346,['禾']
槛,木,1.9605,['木']
谗,讠,0.5235,"['讠', '言']"
骁,马,0.7605,"['馬', '马']"
档,木,64.3506,['木']
巍,山,1.9802,['山']
技,扌,142.6222,"['扌', '手']"
焰,火,15.1704,"['火', '灬']"
铲,钅,7.2494,"['钅', '金']"
呵,口,133.3827,"['囗', '口']"
拳,手,35.921,"['扌', '手']"
已,己,1150.2617,['己']
酋,酉,2.7259,['酉']
歇,欠,23.7679,['欠']
龅,齿,0.6963,"['齿', '齒']"
腐,肉,62.3654,['肉']
箭,⺮,24.2667,"['⺮', '竹']"
悉,心,49.2049,"['心', '忄']"
拱,扌,5.3728,"['扌', '手']"
惩,心,14.9926,"['心', '忄']"
玲,王,21.1605,"['王', '玉']"
殃,歹,2.2123,['歹']
粒,米,29.9309,['米']
涉,氵,21.8272,"['氺', '水', '氵']"
览,见,22.0346,"['见', '見']"
池,氵,38.0889,"['氺', '水', '氵']"
苹,艹,75.6444,['艹']
嬉,女,4.6815,['女']
燮,火,1.1704,"['火', '灬']"
茉,艹,3.9852,['艹']
泻,氵,8.8494,"['氺', '水', '氵']"
笃,⺮,1.8469,"['⺮', '竹']"
咣,口,1.0568,"['囗', '口']"
晋,日,15.1062,['日']
析,木,58.2568,['木']
旨,日,5.4914,['日']
谨,讠,21.4864,"['讠', '言']"
瞒,目,14.1185,['目']
吉,口,301.6543,"['囗', '口']"
患,心,43.1309,"['心', '忄']"
嗳,口,1.0765,"['囗', '口']"
偿,亻,20.7704,"['人', '亻']"
卦,卜,15.0765,['卜']
楔,木,0.4543,['木']
帝,巾,169.5506,['巾']
恋,心,473.4074,"['心', '忄']"
睬,目,2.7852,['目']
读,讠,169.042,"['讠', '言']"
濑,氵,1.4716,"['氺', '水', '氵']"
耍,而,48.2025,['而']
储,亻,49.1309,"['人', '亻']"
骥,马,0.4,"['馬', '马']"
掏,扌,17.5753,"['扌', '手']"
讳,讠,2.1728,"['讠', '言']"
矛,矛,22.563,['矛']
闰,门,1.3136,"['門', '门']"
惜,心,206.316,"['心', '忄']"
蜷,虫,2.7506,['虫']
侵,亻,27.8864,"['人', '亻']"
抡,扌,0.7259,"['扌', '手']"
颗,页,97.0272,"['頁', '页']"
刚,刂,987.3185,"['刂', '刀']"
瀑,氵,12.4346,"['氺', '水', '氵']"
秤,禾,64.3062,['禾']
啃,口,12.6173,"['囗', '口']"
殴,殳,6.0099,['殳']
篷,⺮,7.6049,"['⺮', '竹']"
忐,心,9.0123,"['心', '忄']"
彻,彳,64.7704,['彳']
妒,女,32.5185,['女']
宰,宀,21.7679,['宀']
忒,心,9.0519,"['心', '忄']"
族,方,114.237,['方']
瞪,目,6.9136,['目']
溃,氵,35.442,"['氺', '水', '氵']"
汀,氵,7.2346,"['氺', '水', '氵']"
榄,木,12.5432,['木']
谭,讠,8.0049,"['讠', '言']"
舅,臼,29.1506,['臼']
昨,日,355.1951,['日']
噬,口,4.8148,"['囗', '口']"
篓,⺮,0.9333,"['⺮', '竹']"
杆,木,23.8914,['木']
瑶,王,25.9951,"['王', '玉']"
漆,氵,13.6494,"['氺', '水', '氵']"
媚,女,23.3432,['女']
颓,页,9.4074,"['頁', '页']"
苛,艹,6.4741,['艹']
碳,石,11.3136,['石']
姜,女,35.8123,['女']
挣,扌,41.0074,"['扌', '手']"
耦,耒,0.163,['耒']
骐,马,0.3704,"['馬', '马']"
茴,艹,1.2,['艹']
姥,女,23.5556,['女']
砚,石,0.5481,['石']
碑,石,8.163,['石']
畏,田,14.0593,['田']
詹,言,17.0123,"['讠', '言']"
羽,羽,47.0321,['羽']
寥,宀,3.363,['宀']
鳗,鱼,1.7481,"['鱼', '魚']"
蓉,艹,9.6494,['艹']
辖,车,3.0716,"['车', '車']"
媳,女,29.5654,['女']
埃,土,39.8963,['土']
荟,艹,3.437,['艹']
